YEAR,BENE_GEO_CD,BENES_TOTAL_CNT,BENES_WTH_PTAPTB_CNT,BENES_FFS_CNT,BENES_MA_CNT,MA_PRTCPTN_RATE,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC,IP_MDCR_PYMT_AMT,IP_MDCR_PYMT_PCT,IP_MDCR_PYMT_PC,IP_MDCR_PYMT_PER_USER,IP_MDCR_STDZD_PYMT_AMT,IP_MDCR_STDZD_PYMT_PCT,IP_MDCR_STDZD_PYMT_PC,IP_MDCR_STDZD_PYMT_PER_USER,BENES_IP_CVRD_STAY_CNT,BENES_IP_PCT,IP_CVRD_STAYS_PER_1000_BENES,IP_CVRD_DAYS_PER_1000_BENES,ACUTE_HOSP_READMSN_CNT,ACUTE_HOSP_READMSN_PCT,BENES_ER_VISITS_CNT,ER_VISITS_PER_1000_BENES,BENES_ER_VISITS_PCT,OP_MDCR_PYMT_AMT,OP_MDCR_PYMT_PCT,OP_MDCR_PYMT_PC,OP_MDCR_PYMT_PER_USER,OP_MDCR_STDZD_PYMT_AMT,OP_MDCR_STDZD_PYMT_PCT,OP_MDCR_STDZD_PYMT_PC,OP_MDCR_STDZD_PYMT_PER_USER,BENES_OP_CNT,BENES_OP_PCT,OP_VISITS_PER_1000_BENES,ASC_MDCR_PYMT_AMT,ASC_MDCR_PYMT_PCT,ASC_MDCR_PYMT_PC,ASC_MDCR_PYMT_PER_USER,ASC_MDCR_STDZD_PYMT_AMT,ASC_MDCR_STDZD_PYMT_PCT,ASC_MDCR_STDZD_PYMT_PC,ASC_MDCR_STDZD_PYMT_PER_USER,BENES_ASC_CNT,BENES_ASC_PCT,ASC_EVNTS_PER_1000_BENES,SNF_MDCR_PYMT_AMT,SNF_MDCR_PYMT_PCT,SNF_MDCR_PYMT_PC,SNF_MDCR_PYMT_PER_USER,SNF_MDCR_STDZD_PYMT_AMT,SNF_MDCR_STDZD_PYMT_PCT,SNF_MDCR_STDZD_PYMT_PC,SNF_MDCR_STDZD_PYMT_PER_USER,BENES_SNF_CNT,BENES_SNF_PCT,SNF_CVRD_STAYS_PER_1000_BENES,SNF_CVRD_DAYS_PER_1000_BENES,IRF_MDCR_PYMT_AMT,IRF_MDCR_PYMT_PCT,IRF_MDCR_PYMT_PC,IRF_MDCR_PYMT_PER_USER,IRF_MDCR_STDZD_PYMT_AMT,IRF_MDCR_STDZD_PYMT_PCT,IRF_MDCR_STDZD_PYMT_PC,IRF_MDCR_STDZD_PYMT_PER_USER,BENES_IRF_CNT,BENES_IRF_PCT,IRF_CVRD_STAYS_PER_1000_BENES,IRF_CVRD_DAYS_PER_1000_BENES,LTCH_MDCR_PYMT_AMT,LTCH_MDCR_PYMT_PCT,LTCH_MDCR_PYMT_PC,LTCH_MDCR_PYMT_PER_USER,LTCH_MDCR_STDZD_PYMT_AMT,LTCH_MDCR_STDZD_PYMT_PCT,LTCH_MDCR_STDZD_PYMT_PC,LTCH_MDCR_STDZD_PYMT_PER_USER,BENES_LTCH_CNT,BENES_LTCH_PCT,LTCH_CVRD_STAYS_PER_1000_BENES,LTCH_CVRD_DAYS_PER_1000_BENES,HH_MDCR_PYMT_AMT,HH_MDCR_PYMT_PCT,HH_MDCR_PYMT_PC,HH_MDCR_PYMT_PER_USER,HH_MDCR_STDZD_PYMT_AMT,HH_MDCR_STDZD_PYMT_PCT,HH_MDCR_STDZD_PYMT_PC,HH_MDCR_STDZD_PYMT_PER_USER,BENES_HH_CNT,BENES_HH_PCT,HH_EPISODES_PER_1000_BENES,HH_VISITS_PER_1000_BENES,HOSPC_MDCR_PYMT_AMT,HOSPC_MDCR_PYMT_PCT,HOSPC_MDCR_PYMT_PC,HOSPC_MDCR_PYMT_PER_USER,HOSPC_MDCR_STDZD_PYMT_AMT,HOSPC_MDCR_STDZD_PYMT_PCT,HOSPC_MDCR_STDZD_PYMT_PC,HOSPC_MDCR_STDZD_PYMT_PER_USER,BENES_HOSPC_CNT,BENES_HOSPC_PCT,HOSPC_CVRD_STAYS_PER_1000_BENES,HOSPC_CVRD_DAYS_PER_1000_BENES,EM_MDCR_PYMT_AMT,EM_MDCR_PYMT_PCT,EM_MDCR_PYMT_PC,EM_MDCR_PYMT_PER_USER,EM_MDCR_STDZD_PYMT_AMT,EM_MDCR_STDZD_PYMT_PCT,EM_MDCR_STDZD_PYMT_PC,EM_MDCR_STDZD_PYMT_PER_USER,BENES_EM_CNT,BENES_EM_PCT,EM_EVNTS_PER_1000_BENES,PRCDRS_MDCR_PYMT_AMT,PRCDRS_MDCR_PYMT_PCT,PRCDRS_MDCR_PYMT_PC,PRCDRS_MDCR_PYMT_PER_USER,PRCDRS_MDCR_STDZD_PYMT_AMT,PRCDRS_MDCR_STDZD_PYMT_PCT,PRCDRS_MDCR_STDZD_PYMT_PC,PRCDRS_MDCR_STDZD_PYMT_PER_USER,BENES_PRCDRS_CNT,BENES_PRCDRS_PCT,PRCDR_EVNTS_PER_1000_BENES,TESTS_MDCR_PYMT_AMT,TESTS_MDCR_PYMT_PCT,TESTS_MDCR_PYMT_PC,TESTS_MDCR_PYMT_PER_USER,TESTS_MDCR_STDZD_PYMT_AMT,TESTS_MDCR_STDZD_PYMT_PCT,TESTS_MDCR_STDZD_PYMT_PC,TESTS_MDCR_STDZD_PYMT_PER_USER,BENES_TESTS_CNT,BENES_TESTS_PCT,TESTS_EVNTS_PER_1000_BENES,IMGNG_MDCR_PYMT_AMT,IMGNG_MDCR_PYMT_PCT,IMGNG_MDCR_PYMT_PC,IMGNG_MDCR_PYMT_PER_USER,IMGNG_MDCR_STDZD_PYMT_AMT,IMGNG_MDCR_STDZD_PYMT_PCT,IMGNG_MDCR_STDZD_PYMT_PC,IMGNG_MDCR_STDZD_PYMT_PER_USER,BENES_IMGNG_CNT,BENES_IMGNG_PCT,IMGNG_EVNTS_PER_1000_BENES,DME_MDCR_PYMT_AMT,DME_MDCR_PYMT_PCT,DME_MDCR_PYMT_PC,DME_MDCR_PYMT_PER_USER,DME_MDCR_STDZD_PYMT_AMT,DME_MDCR_STDZD_PYMT_PCT,DME_MDCR_STDZD_PYMT_PC,DME_MDCR_STDZD_PYMT_PER_USER,BENES_DME_CNT,BENES_DME_PCT,DME_EVNTS_PER_1000_BENES,OP_DLYS_MDCR_PYMT_AMT,OP_DLYS_MDCR_PYMT_PCT,OP_DLYS_MDCR_PYMT_PC,OP_DLYS_MDCR_PYMT_PER_USER,OP_DLYS_MDCR_STDZD_PYMT_AMT,OP_DLYS_MDCR_STDZD_PYMT_PCT,OP_DLYS_MDCR_STDZD_PYMT_PC,OP_DLYS_MDCR_STDZD_PYMT_PER_USER,BENES_OP_DLYS_CNT,BENES_OP_DLYS_PCT,OP_DLYS_VISITS_PER_1000_BENES,FQHC_RHC_MDCR_PYMT_AMT,FQHC_RHC_MDCR_PYMT_PCT,FQHC_RHC_MDCR_PYMT_PC,FQHC_RHC_MDCR_PYMT_PER_USER,FQHC_RHC_MDCR_STDZD_PYMT_AMT,FQHC_RHC_MDCR_STDZD_PYMT_PCT,FQHC_RHC_MDCR_STDZD_PYMT_PC,FQHC_RHC_MDCR_STDZD_PYMT_PU,BENES_FQHC_RHC_CNT,BENES_FQHC_RHC_PCT,FQHC_RHC_VISITS_PER_1000_BENES,AMBLNC_MDCR_PYMT_AMT,AMBLNC_MDCR_PYMT_PCT,AMBLNC_MDCR_PYMT_PC,AMBLNC_MDCR_PYMT_PER_USER,AMBLNC_MDCR_STDZD_PYMT_AMT,AMBLNC_MDCR_STDZD_PYMT_PCT,AMBLNC_MDCR_STDZD_PYMT_PC,AMBLNC_MDCR_STDZD_PYMT_PER_USER,BENES_AMBLNC_CNT,BENES_AMBLNC_PCT,AMBLNC_EVNTS_PER_1000_BENES,TRTMNTS_MDCR_PYMT_AMT,TRTMNTS_MDCR_PYMT_PCT,TRTMNTS_MDCR_PYMT_PC,TRTMNTS_MDCR_PYMT_PER_USER,TRTMNTS_MDCR_STDZD_PYMT_AMT,TRTMNTS_MDCR_STDZD_PYMT_PCT,TRTMNTS_MDCR_STDZD_PYMT_PC,TRTMNTS_MDCR_STDZD_PYMT_PER_USER,BENES_TRTMNTS_CNT,BENES_TRTMNTS_PCT,TRTMNTS_EVNTS_PER_1000_BENES,PTB_OTHR_SRVCS_MDCR_PYMT_AMT,PTB_OTHR_SRVCS_MDCR_STDZD_PYMT,TOT_PBPMT_RDCTN_AMT,TOT_PBPMT_RDCTN_PCC,PQI03_DBTS_AGE_LT_65,PQI03_DBTS_AGE_65_74,PQI03_DBTS_AGE_GE_75,PQI05_COPD_ASTHMA_AGE_40_64,PQI05_COPD_ASTHMA_AGE_65_74,PQI05_COPD_ASTHMA_AGE_GE_75,PQI07_HYPRTNSN_AGE_LT_65,PQI07_HYPRTNSN_AGE_65_74,PQI07_HYPRTNSN_AGE_GE_75,PQI08_CHF_AGE_LT_65,PQI08_CHF_AGE_65_74,PQI08_CHF_AGE_GE_75,PQI11_BCTRL_PNA_AGE_LT_65,PQI11_BCTRL_PNA_AGE_65_74,PQI11_BCTRL_PNA_AGE_GE_75,PQI12_UTI_AGE_LT_65,PQI12_UTI_AGE_65_74,PQI12_UTI_AGE_GE_75,PQI15_ASTHMA_AGE_LT_40,PQI16_LWRXTRMTY_AMPUTN_AGE_LT_65,PQI16_LWRXTRMTY_AMPUTN_AGE_65_74,PQI16_LWRXTRMTY_AMPUTN_AGE_GE_75,<65,>=65,All
2014,48.0,3703369,3240783,2235761,1005022,0.3101,71,0.5485,0.4515,0.6908,0.098,0.179,0.0322,0.2105,1.06,24238205324.62,24190005907.35,10841.14,10819.58,6984037819.08,0.2881,3123.79,17605.34,6082188134.45,0.2514,2720.41,15331.96,396700,0.1774,287.0164,1557.8937,104554,0.1773,1501618,671.6362,0.3147,2507261527.6,0.1034,1121.44,1929.2,2585095743.96,0.1069,1156.25,1989.08,1299641,0.5813,3222.0148,201085473.06,0.0083,89.94,876.23,210227911.48,0.0087,94.03,916.07,229489,0.1026,153.3236,1733461302.44,0.0715,775.33,16548.56,1926516098.8,0.0796,861.68,18391.56,104750,0.0469,65.0678,1980.9465,867032011.07,0.0358,387.8,19703.48,892107384.53,0.0369,399.02,20273.32,44004,0.0197,22.3834,275.3094,949877188.52,0.0392,424.86,41311.58,1001848457.53,0.0414,448.1,43571.89,22993,0.0103,11.9601,307.9667,2211433559.59,0.0912,989.12,7471.84,2423562828.57,0.1002,1084.0,8188.57,295969,0.1324,397.2625,6706.5339,938232679.78,0.0387,419.65,12860.25,994488490.4,0.0411,444.81,13631.3462,72956,0.0326,34.5636,2739.6542,2172972888.85,0.0897,971.92,1093.8,2269342094.33,0.0938,1015.02,1142.3,1986636,0.8886,14247.4052,1108758336.95,0.0457,495.92,892.44,1136176398.31,0.047,508.18,914.51,1242394,0.5557,2525.816,710748499.33,0.0293,317.9,402.2,680255825.46,0.0281,304.26,384.94,1767167,0.7904,6664.0321,571964748.74,0.0236,255.83,353.98,597303143.95,0.0247,267.16,369.66,1615797,0.7227,4416.6572,450083415.94,0.0186,201.31,770.03,505210011.29,0.0209,225.97,864.35,584499,0.2614,1833.4424,858736284.34,0.0354,384.09,23023.04,891914993.99,0.0369,398.93,23912.57,37299,0.0167,2221.9768,79957185.94,0.0033,35.76,386.01,91328764.66,0.0038,40.85,440.9,207140,0.0926,392.881,329739533.02,0.0136,147.48,1079.61,343497630.77,0.0142,153.64,1124.65,305425,0.1366,430.9222,1216565039.38,0.0502,544.14,965.03,1203222603.4,0.0497,538.17,954.45,1260647,0.5639,2785.537,346257830.98,355719391.47,0.0,0.0,1048,246,263,1404,792,1187,171,96,213,1315,787,2123,677,540,1510,465,335,1352,227,239,69,65,0,0,1
2014,48.0,602452,511178,366451,144727,0.2831,51,0.4773,0.5227,0.4881,0.2203,0.2669,0.0248,0.4948,1.37,4872606731.0,4814161107.18,13296.75,13137.26,1615737333.26,0.3316,4409.15,22211.89,1404024909.09,0.2916,3831.41,19301.43,72742,0.1985,380.9268,2347.6781,28342,0.2293,443990,1211.5945,0.4197,519911290.82,0.1067,1418.77,2293.73,536930685.26,0.1115,1465.22,2368.82,226666,0.6185,4272.4048,21787818.78,0.0045,59.46,934.7,23465259.62,0.0049,64.03,1006.66,23310,0.0636,101.1349,160085681.6,0.0329,436.85,16058.35,176878782.25,0.0367,482.68,17742.88,9969,0.0272,40.7258,1152.869,104402328.28,0.0214,284.9,20893.0,108506978.65,0.0225,296.1,21714.42,4997,0.0136,15.8111,194.9838,245576701.11,0.0504,670.15,45637.74,260463241.56,0.0541,710.77,48404.24,5381,0.0147,17.765,488.7802,353093902.94,0.0725,963.55,7752.47,384402017.82,0.0798,1048.99,8439.86,45546,0.1243,404.7881,6119.9396,50455002.58,0.0104,137.69,11420.33,54445452.55,0.0113,148.57,12323.552,4418,0.0121,13.4288,886.1676,402651429.74,0.0826,1098.79,1297.35,423923348.97,0.0881,1156.84,1365.89,310364,0.8469,16048.8851,179828879.71,0.0369,490.73,1107.1,186465708.88,0.0387,508.84,1147.96,162432,0.4433,2193.5347,138094781.41,0.0283,376.84,531.02,130740541.18,0.0272,356.77,502.74,260055,0.7097,6139.4538,80128367.05,0.0164,218.66,340.95,84564824.94,0.0176,230.77,359.83,235016,0.6413,4249.9243,120637488.03,0.0248,329.2,1221.26,131213840.72,0.0273,358.07,1328.33,98781,0.2696,2103.4217,515811559.83,0.1059,1407.59,23999.05,535489699.14,0.1112,1461.29,24914.61,21493,0.0587,8128.6666,18544633.67,0.0038,50.61,390.42,20991598.07,0.0044,57.28,441.94,47499,0.1296,549.2194,81439841.09,0.0167,222.24,1438.54,85638510.33,0.0178,233.7,1512.7,56613,0.1545,682.143,217221558.12,0.0446,592.77,1351.9,217497479.37,0.0452,593.52,1353.61,160679,0.4385,3024.9665,47198132.97,48518228.78,0.0,0.0,1048,0,0,1404,0,0,171,0,0,1315,0,0,677,0,0,465,0,0,227,239,0,0,1,0,0
2014,48.0,3100917,2729605,1869310,860295,0.3152,75,0.5625,0.4375,0.7306,0.0741,0.1618,0.0336,0.1548,0.99,19365598593.63,19375844800.16,10359.76,10365.24,5368300485.82,0.2772,2871.81,16570.98,4678163225.35,0.2414,2502.61,14440.65,323958,0.1733,268.6066,1403.068,76212,0.1635,1057628,565.7852,0.2941,1987350236.78,0.1026,1063.15,1852.19,2048165058.7,0.1057,1095.68,1908.87,1072975,0.574,3016.1011,179297654.28,0.0093,95.92,869.62,186762651.86,0.0096,99.91,905.83,206179,0.1103,163.5545,1573375620.84,0.0812,841.69,16600.12,1749637316.55,0.0903,935.98,18459.79,94781,0.0507,69.8397,2143.279,762629682.79,0.0394,407.97,19551.1,783600405.88,0.0404,419.19,20088.71,39007,0.0209,23.6718,291.0561,704300487.41,0.0364,376.77,39989.81,741385215.97,0.0383,396.61,42095.46,17612,0.0094,10.8222,272.5209,1858339656.65,0.096,994.13,7420.8,2039160810.75,0.1052,1090.86,8142.87,250423,0.134,395.7872,6821.5272,887777677.2,0.0458,474.92,12953.07,940043037.85,0.0485,502.88,13715.6473,68538,0.0367,38.7068,3103.0032,1770321459.11,0.0914,947.05,1056.11,1845418745.36,0.0952,987.22,1100.91,1676272,0.8967,13894.2514,928929457.24,0.048,496.94,860.15,949710689.43,0.049,508.05,879.39,1079962,0.5777,2590.955,572653717.91,0.0296,306.34,379.97,549515284.28,0.0284,293.97,364.61,1507112,0.8062,6766.868,491836381.69,0.0254,263.11,356.2,512738319.01,0.0265,274.29,371.34,1380781,0.7387,4449.3428,329445927.91,0.017,176.24,678.27,373996170.57,0.0193,200.07,769.99,485718,0.2598,1780.5169,342924724.51,0.0177,183.45,21695.86,356425294.85,0.0184,190.67,22550.0,15806,0.0085,1064.0563,61412552.27,0.0032,32.85,384.69,70337166.58,0.0036,37.63,440.6,159641,0.0854,362.2331,248299691.94,0.0128,132.83,997.94,257859120.44,0.0133,137.94,1036.36,248812,0.1331,381.674,999343481.26,0.0516,534.61,908.52,985725124.03,0.0509,527.32,896.14,1099968,0.5884,2738.6003,299059698.01,307201162.69,0.0,0.0,0,246,263,0,792,1187,0,96,213,0,787,2123,0,540,1510,0,335,1352,0,0,69,65,0,1,0
2015,48.0,3829645,3298699,2190152,1108547,0.3361,71,0.5463,0.4537,0.7026,0.0946,0.1699,0.0329,0.1843,1.05,23993315256.9,24261686796.75,10955.09,11077.63,6798611448.61,0.2834,3104.17,17693.66,6010258409.66,0.2477,2744.22,15641.94,384240,0.1754,282.9753,1527.2757,101072,0.1771,1484143,677.6438,0.3181,2597294333.71,0.1083,1185.9,1998.03,2705127736.88,0.1115,1235.13,2080.99,1299926,0.5935,3471.4385,207266443.44,0.0086,94.64,913.1,218795186.0,0.009,99.9,963.89,226993,0.1036,156.3042,1696507563.43,0.0707,774.61,16608.82,1902926114.46,0.0784,868.86,18629.66,102145,0.0466,64.8261,1929.6423,918335845.37,0.0383,419.3,20260.24,953056370.93,0.0393,435.16,21026.24,45327,0.0207,23.6901,288.6443,896057670.26,0.0373,409.13,42386.83,955371446.77,0.0394,436.21,45192.59,21140,0.0097,11.1832,289.8214,2106256942.94,0.0878,961.69,7400.66,2330561620.54,0.0961,1064.11,8188.79,284604,0.1299,385.113,6537.2837,934161043.35,0.0389,426.53,12861.92,1000464602.44,0.0412,456.8,13774.8121,72630,0.0332,34.9875,2768.8699,2160824924.53,0.0901,986.61,1110.51,2284176449.89,0.0941,1042.93,1173.91,1945789,0.8884,14253.4482,1099193617.38,0.0458,501.88,897.61,1138793762.23,0.0469,519.96,929.95,1224580,0.5591,2564.0125,711043384.85,0.0296,324.65,410.19,713982441.44,0.0294,326.0,411.89,1733439,0.7915,6743.4352,549631531.05,0.0229,250.96,346.28,574708566.65,0.0237,262.41,362.08,1587261,0.7247,4401.6141,452044247.36,0.0188,206.4,800.11,513469578.7,0.0212,234.44,908.83,564978,0.258,1759.7596,794445746.16,0.0331,362.74,22337.23,834632561.04,0.0344,381.08,23467.15,35566,0.0162,2124.7726,86138876.63,0.0036,39.33,425.88,99002057.15,0.0041,45.2,489.47,202263,0.0924,396.5579,328225952.12,0.0137,149.86,1099.45,340469611.86,0.014,155.45,1140.46,298537,0.1363,420.9155,1330174896.72,0.0554,607.34,1077.24,1348050494.29,0.0556,615.51,1091.72,1234794,0.5638,2893.8727,327100788.97,337839785.83,0.0,0.0,986,213,229,1282,715,1103,172,93,202,1332,780,2108,681,506,1497,412,314,1286,186,264,67,61,0,0,1
2015,48.0,606476,498882,340325,158557,0.3178,51,0.4754,0.5246,0.4975,0.2153,0.2616,0.0256,0.4717,1.37,4558518026.56,4572495321.77,13394.6,13435.67,1488695144.88,0.3266,4374.33,22290.86,1315011712.74,0.2876,3863.99,19690.23,66785,0.1962,377.307,2318.5073,26444,0.2322,412846,1213.0934,0.4211,505478436.69,0.1109,1485.28,2367.18,528131848.9,0.1155,1551.85,2473.27,213536,0.6274,4535.4499,22089860.4,0.0048,64.91,1016.98,24045947.89,0.0053,70.66,1107.04,21721,0.0638,104.1945,150288488.78,0.033,441.6,16044.46,168126786.85,0.0368,494.02,17948.84,9367,0.0275,41.3634,1139.9544,105610795.2,0.0232,310.32,21637.12,110822132.62,0.0242,325.64,22704.8,4881,0.0143,16.781,202.1773,229004408.81,0.0502,672.9,47197.94,245878832.88,0.0538,722.48,50675.77,4852,0.0143,17.4715,486.5173,313378646.18,0.0687,920.82,7527.71,345471650.22,0.0756,1015.12,8298.62,41630,0.1223,395.3133,5912.1369,47764901.34,0.0105,140.35,11310.66,51986926.12,0.0114,152.76,12310.4253,4223,0.0124,13.5841,895.9612,377774286.11,0.0829,1110.04,1313.63,403717115.17,0.0883,1186.27,1403.84,287581,0.845,16048.7887,168440458.85,0.037,494.94,1116.82,176612930.39,0.0386,518.95,1171.01,150821,0.4432,2216.5783,136056475.0,0.0298,399.78,563.91,137598647.66,0.0301,404.32,570.3,241273,0.7089,6184.8321,70256012.67,0.0154,206.44,323.07,74436156.3,0.0163,218.72,342.29,217466,0.639,4210.4635,115987299.81,0.0254,340.81,1284.11,127209124.35,0.0278,373.79,1408.35,90325,0.2654,2038.4515,468745751.66,0.1028,1377.35,23170.82,492229543.93,0.1077,1446.35,24331.66,20230,0.0594,8076.9265,19998139.5,0.0044,58.76,443.28,22722047.53,0.005,66.77,503.66,45114,0.1326,572.8612,78350893.06,0.0172,230.22,1496.33,82245070.09,0.018,241.67,1570.7,52362,0.1539,671.276,218209669.66,0.0479,641.18,1489.22,222321630.53,0.0486,653.26,1517.28,146526,0.4305,3092.5351,42388357.96,43927217.6,0.0,0.0,986,0,0,1282,0,0,172,0,0,1332,0,0,681,0,0,412,0,0,186,264,0,0,1,0,0
2015,48.0,3223169,2799817,1849827,949990,0.3393,75,0.5593,0.4407,0.7404,0.0724,0.153,0.0343,0.1315,0.99,19434797230.34,19689191474.98,10506.28,10643.8,5309916303.72,0.2732,2870.49,16726.52,4695246696.92,0.2385,2538.21,14790.27,317455,0.1716,265.6205,1381.7076,74628,0.1633,1071297,579.1336,0.2992,2091815897.02,0.1076,1130.82,1925.47,2176995887.98,0.1106,1176.86,2003.88,1086390,0.5873,3275.6852,185176583.04,0.0095,100.1,902.1,194749238.11,0.0099,105.28,948.74,205272,0.111,165.8912,1546219074.65,0.0796,835.87,16665.79,1734799327.61,0.0881,937.82,18698.39,92778,0.0502,69.1427,2074.9264,812725050.17,0.0418,439.35,20094.08,842234238.31,0.0428,455.3,20823.67,40446,0.0219,24.9613,304.5523,667053261.45,0.0343,360.6,40953.66,709492613.89,0.036,383.55,43559.22,16288,0.0088,10.0263,253.634,1792878296.76,0.0923,969.21,7378.89,1985089970.32,0.1008,1073.12,8169.97,242974,0.1313,383.2364,6652.2961,886396142.01,0.0456,479.18,12957.68,948477676.32,0.0482,512.74,13865.2137,68407,0.037,38.9253,3113.4414,1783050638.42,0.0917,963.9,1075.29,1880459334.72,0.0955,1016.56,1134.03,1658208,0.8964,13923.1474,930753158.53,0.0479,503.16,866.82,962180831.84,0.0489,520.15,896.09,1073759,0.5805,2627.9322,574986909.85,0.0296,310.83,385.34,576383793.78,0.0293,311.59,386.27,1492166,0.8067,6846.2051,479375518.39,0.0247,259.15,349.96,500272410.35,0.0254,270.44,365.22,1369795,0.7405,4436.7814,336056947.55,0.0173,181.67,708.01,386260454.35,0.0196,208.81,813.77,474653,0.2566,1708.4868,325699994.5,0.0168,176.07,21237.61,342403017.11,0.0174,185.1,22326.75,15336,0.0083,1029.7152,66140737.13,0.0034,35.76,420.88,76280009.62,0.0039,41.24,485.4,157149,0.085,364.1222,249875059.06,0.0129,135.08,1015.03,258224541.77,0.0131,139.59,1048.95,246175,0.1331,374.8551,1111965227.06,0.0572,601.12,1021.78,1125728863.76,0.0572,608.56,1034.42,1088268,0.5883,2857.3234,284712431.02,293912568.22,0.0,0.0,0,213,229,0,715,1103,0,93,202,0,780,2108,0,506,1497,0,314,1286,0,0,67,61,0,1,0
2016,48.0,3950816,3452456,2222439,1230017,0.3563,72,0.5463,0.4537,0.6985,0.0939,0.1713,0.0362,0.1837,1.05,24627407828.36,24923359375.37,11081.25,11214.42,6991514735.72,0.2839,3145.87,18059.58,6271614668.35,0.2516,2821.95,16200.03,387136,0.1742,281.2203,1486.5038,102721,0.1782,1527519,687.3165,0.3197,2777975732.83,0.1128,1249.97,2083.12,2866418623.7,0.115,1289.76,2149.44,1333568,0.6,3607.7575,238442515.18,0.0097,107.29,1007.42,251309523.66,0.0101,113.08,1061.78,236687,0.1065,164.2677,1667113626.97,0.0677,750.13,16742.96,1870019971.71,0.075,841.43,18780.77,99571,0.0448,62.2352,1820.2816,993067791.36,0.0403,446.84,20849.19,1037181096.54,0.0416,466.69,21775.34,47631,0.0214,24.6229,301.489,804303962.18,0.0327,361.9,38241.92,854007689.13,0.0343,384.27,40605.16,21032,0.0095,11.0064,263.308,2081708471.34,0.0845,936.68,7306.24,2303246463.71,0.0924,1036.36,8083.78,284922,0.1282,372.0584,6339.5292,962253952.03,0.0391,432.97,13172.36,1038834728.96,0.0417,467.43,14220.6777,73051,0.0329,34.8203,2860.299,2233568303.55,0.0907,1005.01,1129.81,2337593275.53,0.0938,1051.81,1182.43,1976943,0.8895,14554.1056,1138952481.24,0.0462,512.48,909.19,1189376349.31,0.0477,535.17,949.44,1252708,0.5637,2630.7494,674848639.49,0.0274,303.65,382.79,688183582.83,0.0276,309.65,390.36,1762957,0.7933,6745.0216,567575943.76,0.023,255.38,351.03,594659901.29,0.0239,267.57,367.78,1616897,0.7275,4444.162,441284835.03,0.0179,198.56,775.18,452210835.79,0.0181,203.48,794.37,569268,0.2561,1732.7477,832701860.59,0.0338,374.68,22462.35,875708116.76,0.0351,394.03,23622.46,37071,0.0167,2200.7884,89510277.1,0.0036,40.28,434.45,102569350.83,0.0041,46.15,497.83,206033,0.0927,392.5719,341733879.32,0.0139,153.77,1115.96,344819730.28,0.0138,155.15,1126.03,306225,0.1378,432.2193,1442965664.12,0.0586,649.27,1148.89,1480081336.54,0.0594,665.97,1178.44,1255968,0.5651,2937.7324,347885156.55,365524130.44,0.0,0.0,910,178,143,1174,615,987,200,95,211,1420,796,2141,579,410,1217,408,304,1274,151,332,81,68,0,0,1
